timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1693568629293,52,Delete_Faq_by_Id-TC_AM_183-Verify that API response is Successful if all headers and payload is accurate and as per req.,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,Test failed: code expected to match /200/,651,280,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,52,0,0
1693568629370,53,Create_faq,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,53,0,0
1693568629423,85,"Delete_Faq_by_Id-TC_AM_184-Verify that api is not executed successfully , when inavild accept type is present",401,Unauthorized,Delete_faq_by_Id 9-1,text,false,Test failed: code expected to match /406/,651,278,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,85,0,0
1693568629511,57,Create_faq,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,57,0,0
1693568629568,55,"Delete_Faq_by_Id-TC_AM_185-Verify that api response is according to req. after passing unregistered
tenant name as header",401,Unauthorized,Delete_faq_by_Id 9-1,text,false,Test failed: code expected to match /404/,651,274,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,55,0,0
1693568629627,60,Create_faq,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,60,0,0
1693568629688,58,"Delete_Faq_by_Id-TC_AM_186-Verify that api response is according to req. 
with missing tenant header",401,Unauthorized,Delete_faq_by_Id 9-1,text,false,Test failed: code expected to match /404/,651,264,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,58,0,0
1693568629750,69,Create_faq,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,69,0,0
1693568629820,54,Delete_Faq_by_Id-TC_AM_187-Verify that API reponse is negative for invalid category param,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,Test failed: code expected to match /400/,651,280,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,54,0,0
1693568629878,53,Create_faq,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,53,0,0
1693568629932,54,Delete_Faq_by_Id-TC_AM_188-Verify that API reponse is negative for Missing category param,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,Test failed: code expected to match /400/,651,280,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,54,0,0
1693568629989,60,Create_faq,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,60,0,0
1693568630049,57,Delete_Faq_by_Id-TC_AM_189-Verify that API reponse is negative for faq param that is not in db,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,Test failed: code expected to match /404/,651,280,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,57,0,0
1693568630110,55,Create_faq,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,,651,382,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs,55,0,0
1693568630166,55,Delete_Faq_by_Id-TC_AM_190-Verify that API reponse is negative for Missing faq path variable,401,Unauthorized,Delete_faq_by_Id 9-1,text,false,Test failed: code expected to match /400/,651,280,1,1,https://app-management.impressicocrm.com/am/api/v1/faqs/?category=,55,0,0
1693568630240,209,Create_tickets-TC_AM_56-Verify create ticket response with all valid input ,401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /200/,651,331,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,209,0,154
1693568630477,65,"Create_tickets-TC_AM_57-Verify create ticket when ""subject"" field is missing from request payload ",401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /400/,651,307,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,65,0,0
1693568630546,66,"Create_tickets-TC_AM_58-Verify create ticket when ""description"" field is missing from request payload ",401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /400/,651,288,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,65,0,0
1693568630622,55,"Create_tickets-TC_AM_59-Verify create ticket when ""subject"" field is null in request payload ",401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /400/,651,324,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,55,0,0
1693568630681,63,"Create_tickets-TC_AM_60-Verify create ticket when ""description"" field is null in request payload ",401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /400/,651,309,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,63,0,0
1693568630747,60,Create_tickets-TC_AM_61-Verify create ticket by sending empty payload ,401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /400/,651,261,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,60,0,0
1693568630809,61,Create_tickets-TC_AM_62-Verify create tickets by sending integer value in request subject field,401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /400/,651,328,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,60,0,0
1693568630872,54,"Create_tickets-TC_AM_63-Verify create tickets by sending integer value in request ""description"" field",401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /400/,651,312,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,54,0,0
1693568630929,56,Create_tickets-TC_AM_64-Verify create tickets by sending additional field in request payload ,401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /400/,651,361,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,56,0,0
1693568630987,64,Create_tickets-TC_AM_65-Verify create tickets by sending unregister X-TENANTID,401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /404/,651,327,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,64,0,0
1693568631059,55,"Create_tickets-TC_AM_66-Verify create tickets by using registered field value
(Ticket ID will generate unique for duplicate field value )",401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /200/,651,332,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,55,0,0
1693568631122,61,Create_tickets-TC_AM_67-Verify create tickets when accept key value is invalid in request headers,401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /406/,651,330,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,61,0,0
1693568631191,57,Create_tickets-TC_AM_68-Verify create tickets when content-type key value is invalid in request headers,401,Unauthorized,Create_tickets 10-1,text,false,Test failed: code expected to match /415/,651,330,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,56,0,0
1693568631265,177,Create_tickets,401,Unauthorized,Get_ticket_info_by_Id 11-1,text,false,,651,340,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets,177,0,119
1693568632446,50,Get_ticket-TC_AM_69-Verify get ticket by ID with all valid input ,401,Unauthorized,Get_ticket_info_by_Id 11-1,text,false,Test failed: code expected to match /200/,651,242,1,1,https://app-management.impressicocrm.com/am/api/v1/tickets/,50,0,0
